Strategy,Dataset,Sortino,CAGR,Sharpe,MDD,Trades_Per_Year
Current_Production,NDX_40yr,1.0506658037944798,0.2400031884155318,0.7370416661363443,-0.4944126987827979,0.375215926619097
Current_Production,QQQ_27yr,1.5277675502486974,0.3539364046090987,1.0549590506771573,-0.4257705750568189,0.4869533725667723
Current_Production,TQQQ_15yr,2.090972055235353,0.5792983553826982,1.420506194343093,-0.3404296796972742,0.974030001714702
Optuna_4Stage_B1,NDX_40yr,1.1164912914353422,0.22856633316149222,0.7726262932068138,-0.4917355814762422,0.3559899865774573
Optuna_4Stage_B1,QQQ_27yr,1.352876141140469,0.2766182204792087,0.9400348435142872,-0.46092695665707584,0.46495246717971933
Optuna_4Stage_B1,TQQQ_15yr,1.8948079322574334,0.45483619520445306,1.3025929672542929,-0.2934149007451565,0.9303515263014867
Optuna_2Stage_A1,NDX_40yr,0.9324147877139001,0.23305453451217373,0.6593049179120647,-0.5817013280882934,0.3454467291352678
Optuna_2Stage_A1,QQQ_27yr,1.144425730757023,0.279961901967813,0.8129290654408732,-0.5703703271193814,0.40921684019918514
Optuna_2Stage_A1,TQQQ_15yr,1.4764602260025528,0.41079778189515737,1.0421805317429427,-0.3362989717083541,0.7250626918593746
